f1,gmean,bacc,auc,brier,ece,dataset,seed,IR,IR_actual,n_min,n_syn,method,H,n_channels,length,M,n_select,tau,clf,energy_syn,mmd_syn,disp_ratio,accept,secs,guard,guard_mode,guard_fired,guard_amt,rho_before,rho_after
0.21052631578947367,0.3716875546494899,0.5648108123685196,0.8370652142589551,0.04779371241830065,0.04918039215686275,Handwriting,1,20,20.0,7,133,guide=sig | walk=aligned | guard-trim,0.218,3,152,1.7999999999999998,64,2.0,rf,3.361374288543681,0.2554402188583267,0.6976386703248139,0.259765625,3.0,1.0,trim,0.0,0.0,0.7,0.7
0.0425531914893617,0.15221485181647873,0.5097691709172646,0.8568629146134118,0.04186794771241831,0.021380392156862747,Handwriting,2,5,14.0,10,130,none,0.218,3,152,1.7999999999999998,64,2.0,rf,,,,,,,,,,,
0.24242424242424243,0.4273036368074525,0.5837295755165557,0.8669778968905795,0.048278117647058826,0.05866666666666667,Handwriting,2,5,14.0,10,130,SMOTE-raw,0.218,3,152,1.7999999999999998,64,2.0,rf,1.3612092007428505,0.13486211173462748,0.5150531477857745,,,,,,,,
0.3188405797101449,0.5010579280778855,0.6186132964467883,0.8648742111178351,0.04996903267973857,0.0757372549019608,Handwriting,2,5,14.0,10,130,guide=gpf | walk=aligned,0.218,3,152,1.7999999999999998,64,2.0,rf,2.7593105720361386,0.17338034609286712,1.5299852702498686,0.06885593220338983,8.2,0.0,,,,,
0.3188405797101449,0.5010579280778855,0.6186132964467883,0.8648742111178351,0.04996903267973857,0.0757372549019608,Handwriting,2,5,14.0,10,130,guide=gpf | walk=aligned | guard-shrink,0.218,3,152,1.7999999999999998,64,2.0,rf,2.7593105720361386,0.17338034609286712,1.5299852702498686,0.06885593220338983,9.0,1.0,shrink,0.0,1.0,1.53,1.53
0.3188405797101449,0.5010579280778855,0.6186132964467883,0.8648742111178351,0.04996903267973857,0.0757372549019608,Handwriting,2,5,14.0,10,130,guide=gpf | walk=aligned | guard-trim,0.218,3,152,1.7999999999999998,64,2.0,rf,2.7593105720361386,0.17338034609286712,1.5299852702498686,0.06885593220338983,9.8,1.0,trim,0.0,0.0,1.53,1.53
0.16901408450704225,0.3684168274685554,0.5561367107576151,0.8441111207169822,0.053394771241830064,0.07263529411764708,Handwriting,2,5,14.0,10,130,guide=sig | walk=aligned,0.218,3,152,1.7999999999999998,64,2.0,rf,2.384601452721748,0.1754871642713719,0.8323578802821354,0.29017857142857145,1.5,0.0,,,,,
0.16901408450704225,0.3684168274685554,0.5561367107576151,0.8441111207169822,0.053394771241830064,0.07263529411764708,Handwriting,2,5,14.0,10,130,guide=sig | walk=aligned | guard-shrink,0.218,3,152,1.7999999999999998,64,2.0,rf,2.384601452721748,0.1754871642713719,0.8323578802821354,0.29017857142857145,2.5,1.0,shrink,0.0,1.0,0.83,0.83
0.16901408450704225,0.3684168274685554,0.5561367107576151,0.8441111207169822,0.053394771241830064,0.07263529411764708,Handwriting,2,5,14.0,10,130,guide=sig | walk=aligned | guard-trim,0.218,3,152,1.7999999999999998,64,2.0,rf,2.384601452721748,0.1754871642713719,0.8323578802821354,0.29017857142857145,3.3,1.0,trim,0.0,0.0,0.83,0.83
0.0425531914893617,0.15221485181647873,0.5097691709172646,0.8473098757960865,0.04282397385620915,0.019670588235294113,Handwriting,2,10,14.0,10,130,none,0.218,3,152,1.7999999999999998,64,2.0,rf,,,,,,,,,,,
