f1,gmean,bacc,auc,brier,ece,dataset,seed,IR,IR_actual,n_min,n_syn,method,H,n_channels,length,M,n_select,tau,clf,energy_syn,mmd_syn,disp_ratio,accept,secs,guard,guard_fired,guard_c,rho_before,rho_after
0.822742474916388,0.8356963640537733,0.8451142390860873,0.9489928525016242,0.12417683723646274,0.14544512973934678,ItalyPowerDemand,1,10,8.2,4,29,SMOTE-raw,0.645,1,24,1.5999999999999999,64,2.0,ridge,2.9707750559823314,0.2348006978102387,0.45896755623314,,,,,,,
0.6750313676286073,0.7135287382770581,0.7476483521465161,0.9254178188796712,0.17377095346074936,0.19987042436022032,ItalyPowerDemand,1,10,8.2,4,29,guide=gpf | walk=plain,0.645,1,24,1.5999999999999999,64,2.0,rf,1.994551471876095,0.14956028378317376,0.9826304009605813,0.90625,0.0,0.0,,,,
0.8669527896995708,0.8744319391945853,0.8792272995149372,0.9658076068724784,0.09711762215742205,0.1154005167974435,ItalyPowerDemand,1,10,8.2,4,29,guide=gpf | walk=plain,0.645,1,24,1.5999999999999999,64,2.0,ridge,1.994551471876095,0.14956028378317376,0.9826304009605813,0.90625,0.0,0.0,,,,
0.6750313676286073,0.7135287382770581,0.7476483521465161,0.9254178188796712,0.17377095346074936,0.19987042436022032,ItalyPowerDemand,1,10,8.2,4,29,guide=gpf | walk=plain | guard,0.645,1,24,1.5999999999999999,64,2.0,rf,1.994551471876095,0.14956028378317376,0.9826304009605813,0.90625,0.8,1.0,0.0,1.0,0.98,0.98
0.8669527896995708,0.8744319391945853,0.8792272995149372,0.9658076068724784,0.09711762215742205,0.1154005167974435,ItalyPowerDemand,1,10,8.2,4,29,guide=gpf | walk=plain | guard,0.645,1,24,1.5999999999999999,64,2.0,ridge,1.994551471876095,0.14956028378317376,0.9826304009605813,0.90625,0.8,1.0,0.0,1.0,0.98,0.98
0.6407263294422828,0.6864527233337924,0.7300818260120585,0.9257124831890233,0.1763000647878199,0.20459669582118561,ItalyPowerDemand,1,10,8.2,4,29,guide=gpf | walk=aligned,0.645,1,24,1.5999999999999999,64,2.0,rf,2.8587351546958253,0.2229793792142155,0.6685965545618336,0.453125,0.1,0.0,,,,
0.8705882352941177,0.8776725875062787,0.8821512761231243,0.9706129017634526,0.08775113324001935,0.10668144124351098,ItalyPowerDemand,1,10,8.2,4,29,guide=gpf | walk=aligned,0.645,1,24,1.5999999999999999,64,2.0,ridge,2.8587351546958253,0.2229793792142155,0.6685965545618336,0.453125,0.1,0.0,,,,
0.6407263294422828,0.6864527233337924,0.7300818260120585,0.9257124831890233,0.1763000647878199,0.20459669582118561,ItalyPowerDemand,1,10,8.2,4,29,guide=gpf | walk=aligned | guard,0.645,1,24,1.5999999999999999,64,2.0,rf,2.8587351546958253,0.2229793792142155,0.6685965545618336,0.453125,0.8,1.0,0.0,1.0,0.67,0.67
0.8705882352941177,0.8776725875062787,0.8821512761231243,0.9706129017634526,0.08775113324001935,0.10668144124351098,ItalyPowerDemand,1,10,8.2,4,29,guide=gpf | walk=aligned | guard,0.645,1,24,1.5999999999999999,64,2.0,ridge,2.8587351546958253,0.2229793792142155,0.6685965545618336,0.453125,0.8,1.0,0.0,1.0,0.67,0.67
0.6502590673575129,0.694041090530385,0.7368874382338274,0.921579627362981,0.18093648634056797,0.20607061872367996,ItalyPowerDemand,1,10,8.2,4,29,guide=sig | walk=aligned,0.645,1,24,1.5999999999999999,64,2.0,rf,2.0654254908127623,0.1643815176879474,1.1553869638089689,0.453125,0.1,0.0,,,,
0.9020833333333333,0.9061754108413242,0.9084613989754748,0.976049080496245,0.07484984088202559,0.08868560559711823,ItalyPowerDemand,1,10,8.2,4,29,guide=sig | walk=aligned,0.645,1,24,1.5999999999999999,64,2.0,ridge,2.0654254908127623,0.1643815176879474,1.1553869638089689,0.453125,0.1,0.0,,,,
0.6502590673575129,0.694041090530385,0.7368874382338274,0.921579627362981,0.18093648634056797,0.20607061872367996,ItalyPowerDemand,1,10,8.2,4,29,guide=sig | walk=aligned | guard,0.645,1,24,1.5999999999999999,64,2.0,rf,2.0654254908127623,0.1643815176879474,1.1553869638089689,0.453125,0.8,1.0,0.0,1.0,1.16,1.16
0.9020833333333333,0.9061754108413242,0.9084613989754748,0.976049080496245,0.07484984088202559,0.08868560559711823,ItalyPowerDemand,1,10,8.2,4,29,guide=sig | walk=aligned | guard,0.645,1,24,1.5999999999999999,64,2.0,ridge,2.0654254908127623,0.1643815176879474,1.1553869638089689,0.453125,0.8,1.0,0.0,1.0,1.16,1.16
0.23407917383820998,0.36407912084850014,0.5662768031189084,0.9483317466793598,0.24106962531044165,0.29677356656948495,ItalyPowerDemand,1,20,8.2,4,29,none,0.645,1,24,1.5999999999999999,64,2.0,rf,,,,,,,,,,
0.6709511568123393,0.710512463913413,0.7505099959200326,0.9671449295072307,0.16513070892264858,0.23446143944834358,ItalyPowerDemand,1,20,8.2,4,29,none,0.645,1,24,1.5999999999999999,64,2.0,ridge,,,,,,,,,,
