f1,gmean,bacc,auc,brier,ece,dataset,seed,IR,IR_actual,n_min,n_syn,method,H,ref_energy,n_feat,n_channels,length,energy_syn,mmd_syn,disp_ratio,accept,M
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.9997106481481481,0.010319925925925929,0.027466666666666667,ArticularyWordRecognition,0,5,24.0,11,253,none (raw-flat RF),0.53,1.7650446837513503,,,,,,,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.9979745370370371,0.010944518518518518,0.021044444444444442,ArticularyWordRecognition,0,5,24.0,11,253,none,0.53,1.7650446837513503,64.0,9.0,144.0,,,,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.9985532407407408,0.009361555555555557,0.01457777777777778,ArticularyWordRecognition,0,5,24.0,11,253,SMOTE-raw,0.53,1.7650446837513503,64.0,9.0,144.0,1.7871764123459375,0.20452131648395988,0.4648991426784428,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.9984085648148149,0.009263444444444446,0.015011111111111112,ArticularyWordRecognition,0,5,24.0,11,253,chain-mean-GPF (PSSTO-style),0.53,1.7650446837513503,64.0,9.0,144.0,2.2520998593312527,0.3130954229027003,0.37428719250982284,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.998263888888889,0.009152296296296296,0.015577777777777779,ArticularyWordRecognition,0,5,24.0,11,253,KNNOR-GPF (M=1),0.53,1.7650446837513503,64.0,9.0,144.0,2.3834371130262078,0.3529385046304022,0.2805073541774143,1.0,1.0
0.8571428571428571,0.8660254037844386,0.875,0.9984085648148149,0.007122296296296296,0.013133333333333337,ArticularyWordRecognition,0,5,24.0,11,253,KNNOR-GPF (M calibrated),0.53,1.7650446837513503,64.0,9.0,144.0,2.141664104046443,0.17652992797000966,0.7923692000024539,1.0,1.7999999999999998
0.9090909090909091,0.9128709291752769,0.9166666666666667,0.9992766203703705,0.005776185185185185,0.013144444444444443,ArticularyWordRecognition,0,5,24.0,11,253,hybrid GPF-nbrs/raw-walk (M calibrated),0.53,1.7650446837513503,64.0,9.0,144.0,2.073136286896961,0.12225765286978285,1.3416141304677924,0.790625,1.7999999999999998
0.9090909090909091,0.9128709291752769,0.9166666666666667,0.9994212962962963,0.005528148148148148,0.012066666666666668,ArticularyWordRecognition,0,5,24.0,11,253,hybrid GPF-nbrs/raw-walk (M raw-calibrated),0.53,1.7650446837513503,64.0,9.0,144.0,1.8181022478927389,0.13252096694744686,0.9431619923040095,0.98828125,1.6
0.6666666666666666,0.7071067811865476,0.75,0.9997106481481483,0.010930222222222223,0.02782222222222222,ArticularyWordRecognition,0,10,24.0,11,253,none (raw-flat RF),0.53,1.7650446837513538,,,,,,,,
0.6666666666666666,0.7071067811865476,0.75,0.9943576388888888,0.010924962962962963,0.019866666666666668,ArticularyWordRecognition,0,10,24.0,11,253,none,0.53,1.7650446837513538,64.0,9.0,144.0,,,,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.9985532407407407,0.009240518518518518,0.014733333333333334,ArticularyWordRecognition,0,10,24.0,11,253,SMOTE-raw,0.53,1.7650446837513538,64.0,9.0,144.0,1.762380498981674,0.2184662632682387,0.4067719542531977,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.9985532407407407,0.009260999999999998,0.015855555555555557,ArticularyWordRecognition,0,10,24.0,11,253,chain-mean-GPF (PSSTO-style),0.53,1.7650446837513538,64.0,9.0,144.0,2.2472330061393,0.30408082156617117,0.40867126116988206,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.998119212962963,0.00975711111111111,0.016066666666666674,ArticularyWordRecognition,0,10,24.0,11,253,KNNOR-GPF (M=1),0.53,1.7650446837513538,64.0,9.0,144.0,2.518652133854875,0.36806771910863123,0.272853859447305,1.0,1.0
0.8571428571428571,0.8660254037844386,0.875,0.9991319444444444,0.006681296296296296,0.01778888888888889,ArticularyWordRecognition,0,10,24.0,11,253,KNNOR-GPF (M calibrated),0.53,1.7650446837513538,64.0,9.0,144.0,2.4492113425839133,0.19118466284954116,0.8467837993080018,0.9960629921259843,2.0
0.9565217391304348,0.9574271077563381,0.9583333333333333,0.9994212962962963,0.0048729259259259255,0.013788888888888889,ArticularyWordRecognition,0,10,24.0,11,253,hybrid GPF-nbrs/raw-walk (M calibrated),0.53,1.7650446837513538,64.0,9.0,144.0,2.5328677610903902,0.13851157603595388,1.8889523344946972,0.790625,2.0
0.9090909090909091,0.9128709291752769,0.9166666666666667,0.9997106481481481,0.005503185185185185,0.018222222222222226,ArticularyWordRecognition,0,10,24.0,11,253,hybrid GPF-nbrs/raw-walk (M raw-calibrated),0.53,1.7650446837513538,64.0,9.0,144.0,2.0159822318192937,0.15294121668877425,0.9220641669978905,0.98828125,1.6
0.6666666666666666,0.7071067811865476,0.75,0.9997106481481481,0.010260962962962967,0.02695555555555556,ArticularyWordRecognition,0,20,24.0,11,253,none (raw-flat RF),0.53,1.7650446837513503,,,,,,,,
0.8,0.816496580927726,0.8333333333333333,0.9950810185185186,0.011189407407407407,0.021177777777777778,ArticularyWordRecognition,0,20,24.0,11,253,none,0.53,1.7650446837513503,64.0,9.0,144.0,,,,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.9985532407407407,0.009631925925925926,0.014488888888888888,ArticularyWordRecognition,0,20,24.0,11,253,SMOTE-raw,0.53,1.7650446837513503,64.0,9.0,144.0,1.6715264086689352,0.1981673383372426,0.45859244821956624,,
0.8,0.816496580927726,0.8333333333333333,0.9985532407407407,0.009307851851851852,0.015777777777777776,ArticularyWordRecognition,0,20,24.0,11,253,chain-mean-GPF (PSSTO-style),0.53,1.7650446837513503,64.0,9.0,144.0,2.127482392916601,0.2916910312137951,0.4010976836857776,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.9985532407407407,0.009236037037037036,0.015722222222222224,ArticularyWordRecognition,0,20,24.0,11,253,KNNOR-GPF (M=1),0.53,1.7650446837513503,64.0,9.0,144.0,2.5851859378603237,0.3729085156864121,0.2715884553224263,1.0,1.0
0.8,0.816496580927726,0.8333333333333333,0.997974537037037,0.0078088148148148144,0.014311111111111115,ArticularyWordRecognition,0,20,24.0,11,253,KNNOR-GPF (M calibrated),0.53,1.7650446837513503,64.0,9.0,144.0,2.5333157720228066,0.20974899479946874,0.7751131987047447,1.0,1.7999999999999998
0.9565217391304348,0.9574271077563381,0.9583333333333333,0.9950810185185185,0.005659444444444444,0.01338888888888889,ArticularyWordRecognition,0,20,24.0,11,253,hybrid GPF-nbrs/raw-walk (M calibrated),0.53,1.7650446837513503,64.0,9.0,144.0,2.3770546926146405,0.14898821577195942,1.3132187424303914,0.790625,1.7999999999999998
0.9565217391304348,0.9574271077563381,0.9583333333333333,0.9972511574074073,0.005938370370370371,0.013155555555555554,ArticularyWordRecognition,0,20,24.0,11,253,hybrid GPF-nbrs/raw-walk (M raw-calibrated),0.53,1.7650446837513503,64.0,9.0,144.0,2.142246808686057,0.16175255146599854,0.918034208530791,0.98828125,1.6
0.6666666666666666,0.7071067811865476,0.75,0.9997106481481481,0.010157111111111113,0.025666666666666667,ArticularyWordRecognition,1,5,24.0,11,253,none (raw-flat RF),0.53,1.7650446837513503,,,,,,,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.9918981481481481,0.011562555555555555,0.022477777777777774,ArticularyWordRecognition,1,5,24.0,11,253,none,0.53,1.7650446837513503,64.0,9.0,144.0,,,,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.9986979166666667,0.010104962962962963,0.01657777777777778,ArticularyWordRecognition,1,5,24.0,11,253,SMOTE-raw,0.53,1.7650446837513503,64.0,9.0,144.0,1.6506265983184818,0.18854432360458961,0.510904548277905,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.997974537037037,0.009791407407407408,0.016977777777777776,ArticularyWordRecognition,1,5,24.0,11,253,chain-mean-GPF (PSSTO-style),0.53,1.7650446837513503,64.0,9.0,144.0,2.0674591410965952,0.27339246391164096,0.4323825314525452,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.9972511574074074,0.010022222222222222,0.01728888888888889,ArticularyWordRecognition,1,5,24.0,11,253,KNNOR-GPF (M=1),0.53,1.7650446837513503,64.0,9.0,144.0,2.566897161623146,0.40077870746195415,0.2345804361533343,1.0,1.0
0.9090909090909091,0.9128709291752769,0.9166666666666667,0.9985532407407408,0.006917333333333333,0.015533333333333336,ArticularyWordRecognition,1,5,24.0,11,253,KNNOR-GPF (M calibrated),0.53,1.7650446837513503,64.0,9.0,144.0,2.401155682858972,0.20819614300698752,0.7258400637732345,0.9960629921259843,2.0
0.9090909090909091,0.9128709291752769,0.9166666666666667,0.9972511574074074,0.006218851851851852,0.01521111111111111,ArticularyWordRecognition,1,5,24.0,11,253,hybrid GPF-nbrs/raw-walk (M calibrated),0.53,1.7650446837513503,64.0,9.0,144.0,2.2319644313866043,0.13100258201626547,1.6019922566717648,0.790625,2.0
0.9565217391304348,0.9574271077563381,0.9583333333333333,0.9929108796296297,0.006465518518518519,0.014855555555555556,ArticularyWordRecognition,1,5,24.0,11,253,hybrid GPF-nbrs/raw-walk (M raw-calibrated),0.53,1.7650446837513503,64.0,9.0,144.0,2.051976512397454,0.1446716037320428,1.114729181779866,0.98828125,1.7999999999999998
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.9997106481481481,0.009567555555555557,0.025111111111111112,ArticularyWordRecognition,1,10,24.0,11,253,none (raw-flat RF),0.53,1.7650446837513503,,,,,,,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.9947916666666666,0.011320555555555558,0.021455555555555554,ArticularyWordRecognition,1,10,24.0,11,253,none,0.53,1.7650446837513503,64.0,9.0,144.0,,,,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.998119212962963,0.010021296296296296,0.01578888888888889,ArticularyWordRecognition,1,10,24.0,11,253,SMOTE-raw,0.53,1.7650446837513503,64.0,9.0,144.0,1.717946689826789,0.20329507835629512,0.45417169423863246,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.998119212962963,0.010070703703703705,0.017077777777777782,ArticularyWordRecognition,1,10,24.0,11,253,chain-mean-GPF (PSSTO-style),0.53,1.7650446837513503,64.0,9.0,144.0,2.063501893795772,0.26953471294544795,0.43812351391495336,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.9972511574074074,0.009809,0.01692222222222222,ArticularyWordRecognition,1,10,24.0,11,253,KNNOR-GPF (M=1),0.53,1.7650446837513503,64.0,9.0,144.0,2.522835989378745,0.38778894844721556,0.23262360291583334,1.0,1.0
0.8571428571428571,0.8660254037844386,0.875,0.9982638888888888,0.006927407407407407,0.016288888888888894,ArticularyWordRecognition,1,10,24.0,11,253,KNNOR-GPF (M calibrated),0.53,1.7650446837513503,64.0,9.0,144.0,2.422751699167712,0.2059431305478494,0.7394735405568221,0.98828125,2.0
0.9565217391304348,0.9574271077563381,0.9583333333333333,0.9973958333333333,0.005654296296296296,0.013955555555555556,ArticularyWordRecognition,1,10,24.0,11,253,hybrid GPF-nbrs/raw-walk (M calibrated),0.53,1.7650446837513503,64.0,9.0,144.0,2.237783350693725,0.14061373412510703,1.424396542931961,0.790625,2.0
0.9565217391304348,0.9574271077563381,0.9583333333333333,0.9956597222222222,0.005824962962962963,0.013155555555555554,ArticularyWordRecognition,1,10,24.0,11,253,hybrid GPF-nbrs/raw-walk (M raw-calibrated),0.53,1.7650446837513503,64.0,9.0,144.0,2.0580204689885964,0.15104302931443592,0.9919550965842735,0.790625,1.7999999999999998
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.9997106481481481,0.010042037037037039,0.02498888888888889,ArticularyWordRecognition,1,20,24.0,11,253,none (raw-flat RF),0.53,1.7650446837513485,,,,,,,,
0.6666666666666666,0.7071067811865476,0.75,0.9929108796296297,0.011063259259259259,0.02084444444444444,ArticularyWordRecognition,1,20,24.0,11,253,none,0.53,1.7650446837513485,64.0,9.0,144.0,,,,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.997974537037037,0.010028629629629627,0.01618888888888889,ArticularyWordRecognition,1,20,24.0,11,253,SMOTE-raw,0.53,1.7650446837513485,64.0,9.0,144.0,1.8172167790237044,0.20784633428032429,0.46185041048537573,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.9979745370370371,0.009853222222222225,0.016944444444444446,ArticularyWordRecognition,1,20,24.0,11,253,chain-mean-GPF (PSSTO-style),0.53,1.7650446837513485,64.0,9.0,144.0,2.0519024095676492,0.27221528996790545,0.43006328167499364,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.9968171296296297,0.009894333333333333,0.017588888888888883,ArticularyWordRecognition,1,20,24.0,11,253,KNNOR-GPF (M=1),0.53,1.7650446837513485,64.0,9.0,144.0,2.5183945361339735,0.39686605084081683,0.23279002676602084,1.0,1.0
0.9090909090909091,0.9128709291752769,0.9166666666666667,0.9973958333333335,0.006960888888888888,0.015755555555555554,ArticularyWordRecognition,1,20,24.0,11,253,KNNOR-GPF (M calibrated),0.53,1.7650446837513485,64.0,9.0,144.0,2.32012832654771,0.19972561185914084,0.7401446475990671,0.9960629921259843,2.0
0.9090909090909091,0.9128709291752769,0.9166666666666667,0.9985532407407407,0.005967407407407407,0.015511111111111111,ArticularyWordRecognition,1,20,24.0,11,253,hybrid GPF-nbrs/raw-walk (M calibrated),0.53,1.7650446837513485,64.0,9.0,144.0,2.1566089722602637,0.12688435813846954,1.5560468652882207,0.790625,2.0
0.9090909090909091,0.9128709291752769,0.9166666666666667,0.9962384259259259,0.006473703703703704,0.014666666666666666,ArticularyWordRecognition,1,20,24.0,11,253,hybrid GPF-nbrs/raw-walk (M raw-calibrated),0.53,1.7650446837513485,64.0,9.0,144.0,1.964243225864351,0.13904225334107145,1.0779956285022403,0.790625,1.7999999999999998
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.9997106481481481,0.010202296296296296,0.026133333333333335,ArticularyWordRecognition,2,5,24.0,11,253,none (raw-flat RF),0.53,1.765044683751352,,,,,,,,
0.6666666666666666,0.7071067811865476,0.75,0.994068287037037,0.011741703703703704,0.02157777777777778,ArticularyWordRecognition,2,5,24.0,11,253,none,0.53,1.765044683751352,64.0,9.0,144.0,,,,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.9971064814814814,0.010088740740740742,0.015444444444444448,ArticularyWordRecognition,2,5,24.0,11,253,SMOTE-raw,0.53,1.765044683751352,64.0,9.0,144.0,1.757856016758879,0.20859130086072453,0.44373104210718556,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.9972511574074074,0.009948296296296299,0.016177777777777777,ArticularyWordRecognition,2,5,24.0,11,253,chain-mean-GPF (PSSTO-style),0.53,1.765044683751352,64.0,9.0,144.0,2.080387039369622,0.29404904940483984,0.4016050548626433,,
0.7368421052631579,0.7637626158259734,0.7916666666666667,0.9976851851851852,0.010122814814814815,0.01688888888888889,ArticularyWordRecognition,2,5,24.0,11,253,KNNOR-GPF (M=1),0.53,1.765044683751352,64.0,9.0,144.0,2.5348052560718397,0.3811457720623443,0.25307420053315755,1.0,1.0
