f1,gmean,bacc,auc,dataset,seed,IR,IR_actual,n_min,n_syn,method,H,ref_energy,energy_syn,disp_ratio,accept,M
0.6956521739130435,0.7302967433402214,0.7666666666666666,0.995,JapaneseVowels,4,10,10.0,29,260,none (raw-flat RF),0.839,3.1007114396904676,,,,
0.35,0.48054088299528175,0.6114942528735632,0.8543103448275862,JapaneseVowels,4,10,10.0,29,260,none,0.839,3.1007114396904676,,,,
0.43243243243243246,0.6941462961507251,0.7183908045977012,0.8622413793103448,JapaneseVowels,4,10,10.0,29,260,SMOTE-raw,0.839,3.1007114396904676,1.0158233375129626,0.5359615672558923,,
0.4788732394366197,0.7209508408640138,0.7419540229885058,0.8605747126436781,JapaneseVowels,4,10,10.0,29,260,KNNOR-raw (M=1),0.839,3.1007114396904676,1.2059026087519253,0.2801977284874162,1.0,
0.3111111111111111,0.476336594987345,0.6028735632183908,0.8768965517241379,JapaneseVowels,4,10,10.0,29,260,chain-mean-GPF (PSSTO-style),0.839,3.1007114396904676,2.2448115206688577,0.47828096652970226,,
0.3333333333333333,0.47886359730886435,0.6080459770114942,0.8725862068965518,JapaneseVowels,4,10,10.0,29,260,KNNOR-GPF (M=1),0.839,3.1007114396904676,3.604776882310624,0.21332376515328325,0.16029593094944514,1.0
0.3111111111111111,0.476336594987345,0.6028735632183908,0.8720689655172413,JapaneseVowels,4,10,10.0,29,260,KNNOR-GPF (M=3/2),0.839,3.1007114396904676,4.334186874385384,0.34892885143999247,0.20015396458814472,1.5
0.43137254901960786,0.594998309666294,0.6660919540229885,0.8766666666666667,JapaneseVowels,4,10,10.0,29,260,KNNOR-GPF (M calibrated),0.839,3.1007114396904676,4.328579785319803,0.500167372549104,0.28291621327529926,2.0
0.46153846153846156,0.5477225575051661,0.65,0.9857471264367815,JapaneseVowels,4,20,20.6,14,275,none (raw-flat RF),0.839,5.173926295518637,,,,
0.17142857142857143,0.3151354388633341,0.5465517241379311,0.8370114942528735,JapaneseVowels,4,20,20.6,14,275,none,0.839,5.173926295518637,,,,
